Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
27605184,4/5/2017 18:59,4/5/2017 19:54,70217,3268,1024,S Negley Ave & Baum Blvd,1007,Stevenson St & Forbes Ave,Customer
27605222,4/5/2017 19:07,4/5/2017 20:35,70088,5278,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27605233,4/5/2017 19:09,4/5/2017 19:59,70350,3000,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
27605234,4/5/2017 19:09,4/5/2017 20:45,70203,5769,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27605262,4/5/2017 19:13,4/5/2017 20:15,70036,3710,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1035,Fifth Ave & S Dithridge St,Customer
27605273,4/5/2017 19:14,4/5/2017 20:14,70116,3633,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1035,Fifth Ave & S Dithridge St,Customer
27605275,4/5/2017 19:14,4/5/2017 20:04,70059,2990,1007,Stevenson St & Forbes Ave,1000,Liberty Ave & Stanwix St,Customer
27605280,4/5/2017 19:15,4/5/2017 20:04,70020,2925,1007,Stevenson St & Forbes Ave,1000,Liberty Ave & Stanwix St,Customer
27605283,4/5/2017 19:16,4/5/2017 20:03,70440,2838,1007,Stevenson St & Forbes Ave,1000,Liberty Ave & Stanwix St,Customer
27605285,4/5/2017 19:17,4/5/2017 20:05,70084,2901,1007,Stevenson St & Forbes Ave,1000,Liberty Ave & Stanwix St,Customer
27605289,4/5/2017 19:17,4/5/2017 20:04,70195,2834,1007,Stevenson St & Forbes Ave,1000,Liberty Ave & Stanwix St,Customer
27605291,4/5/2017 19:17,4/5/2017 19:24,70192,416,1038,Boulevard of the Allies & Parkview Ave,1035,Fifth Ave & S Dithridge St,Subscriber
27605301,4/5/2017 19:19,4/5/2017 19:26,70437,438,1037,Frew St & Schenley Dr,1034,Ellsworth Ave & N Neville St,Subscriber
27605322,4/5/2017 19:27,4/5/2017 19:32,70484,292,1029,Alder St & S Highland Ave,1033,Ivy St & Walnut St   ,Subscriber
27605338,4/5/2017 19:30,4/5/2017 20:21,70030,3058,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
27605346,4/5/2017 19:31,4/5/2017 19:36,70240,248,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
27605356,4/5/2017 19:33,4/5/2017 19:53,70143,1192,1013,Isabella St & Federal St (PNC Park),1049,S 12th St & E Carson St,Subscriber
27605362,4/5/2017 19:35,4/5/2017 19:46,70238,610,1001,Forbes Ave & Market Square,1017,21st St & Penn Ave,Subscriber
27605375,4/5/2017 19:38,4/5/2017 19:47,70496,579,1025,Penn Ave & N Fairmount St,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
27605376,4/5/2017 19:38,4/5/2017 20:21,70019,2608,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
27605392,4/5/2017 19:41,4/5/2017 20:05,70112,1449,1007,Stevenson St & Forbes Ave,1039,Atwood St & Bates St,Subscriber
27605394,4/5/2017 19:41,4/5/2017 19:57,70435,917,1025,Penn Ave & N Fairmount St,1016,17th St & Penn Ave,Subscriber
27605396,4/5/2017 19:42,4/5/2017 20:22,70469,2398,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
27605406,4/5/2017 19:44,4/5/2017 19:48,70460,276,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27605488,4/5/2017 20:01,4/5/2017 22:48,70462,10040,1001,Forbes Ave & Market Square,1046,S 25th St & E Carson St,Customer
27605504,4/5/2017 20:03,4/5/2017 20:16,70037,797,1009,12th St & Penn Ave,1004,First Ave & B St (T Station),Customer
27605506,4/5/2017 20:05,4/5/2017 20:30,70494,1522,1001,Forbes Ave & Market Square,1046,S 25th St & E Carson St,Customer
27605509,4/5/2017 20:05,4/5/2017 20:21,70041,942,1042,Centre Ave & Kirkpatrick St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
27605527,4/5/2017 20:13,4/5/2017 20:49,70387,2168,1033,Ivy St & Walnut St   ,1011,Fort Duquesne Blvd & 7th St,Customer
27605545,4/5/2017 20:17,4/5/2017 20:22,70187,304,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Subscriber
27605568,4/5/2017 20:22,4/5/2017 20:49,70003,1636,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
27605572,4/5/2017 20:23,4/5/2017 20:54,70206,1879,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
27605575,4/5/2017 20:23,4/5/2017 20:34,70085,648,1032,Walnut St & College St,1033,Ivy St & Walnut St   ,Subscriber
27605657,4/5/2017 20:49,4/5/2017 20:57,70179,451,1038,Boulevard of the Allies & Parkview Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27605663,4/5/2017 20:52,4/5/2017 21:00,70170,446,1047,S 22nd St & E Carson St,1049,S 12th St & E Carson St,Customer
27605665,4/5/2017 20:53,4/5/2017 21:00,70148,399,1047,S 22nd St & E Carson St,1049,S 12th St & E Carson St,Customer
27605748,4/5/2017 21:30,4/5/2017 22:18,70190,2925,1023,Liberty Ave & Baum Blvd,1019,42nd St & Butler St,Customer
27605798,4/5/2017 21:53,4/5/2017 21:57,70435,225,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
27605801,4/5/2017 21:55,4/5/2017 22:12,70033,1002,1009,12th St & Penn Ave,1009,12th St & Penn Ave,Customer
27605811,4/5/2017 21:59,4/5/2017 22:08,70204,581,1009,12th St & Penn Ave,1009,12th St & Penn Ave,Customer
27605818,4/5/2017 22:03,4/5/2017 22:09,70192,361,1035,Fifth Ave & S Dithridge St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27605840,4/5/2017 22:20,4/5/2017 22:33,70099,798,1031,Maryland Ave & Ellsworth Ave,1031,Maryland Ave & Ellsworth Ave,Subscriber
27605842,4/5/2017 22:21,4/5/2017 23:10,70400,2962,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
27605850,4/5/2017 22:23,4/5/2017 22:29,70092,357,1009,12th St & Penn Ave,1017,21st St & Penn Ave,Customer
27605852,4/5/2017 22:24,4/5/2017 23:26,70033,3680,1009,12th St & Penn Ave,1009,12th St & Penn Ave,Customer
27605876,4/5/2017 22:35,4/5/2017 23:26,70161,3088,1009,12th St & Penn Ave,1009,12th St & Penn Ave,Customer
27605881,4/5/2017 22:36,4/5/2017 22:52,70185,961,1006,Ross St & Sixth Ave (Steel Plaza T Station),1000,Liberty Ave & Stanwix St,Customer
27605885,4/5/2017 22:37,4/5/2017 22:52,70441,919,1006,Ross St & Sixth Ave (Steel Plaza T Station),1000,Liberty Ave & Stanwix St,Customer
27605894,4/5/2017 22:41,4/5/2017 22:55,70046,878,1061,33rd St and Penn Ave,1000,Liberty Ave & Stanwix St,Customer
27605898,4/5/2017 22:41,4/5/2017 22:47,70448,324,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Customer
27605928,4/5/2017 22:59,4/5/2017 23:17,70086,1070,1049,S 12th St & E Carson St,1048,S 18th St & Sidney St,Customer
27605939,4/5/2017 23:03,4/5/2017 23:11,70143,473,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
27605953,4/5/2017 23:07,4/5/2017 23:19,70075,695,1026,Penn Ave & S Whitfield St,1019,42nd St & Butler St,Subscriber
27606189,4/6/2017 0:03,4/6/2017 0:13,70387,583,1011,Fort Duquesne Blvd & 7th St,1003,First Ave & Smithfield St (Art Institute),Subscriber
27606268,4/6/2017 0:12,4/6/2017 0:30,70453,1085,1003,First Ave & Smithfield St (Art Institute),1045,S 27th St & Sidney St. (Southside Works),Customer
27606424,4/6/2017 0:28,4/6/2017 1:53,70171,5116,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
27616904,4/6/2017 5:58,4/6/2017 6:19,70014,1254,1006,Ross St & Sixth Ave (Steel Plaza T Station),1045,S 27th St & Sidney St. (Southside Works),Subscriber
27620570,4/6/2017 7:50,4/6/2017 8:05,70448,874,1037,Frew St & Schenley Dr,1026,Penn Ave & S Whitfield St,Subscriber
27621210,4/6/2017 8:05,4/6/2017 8:23,70143,1061,1049,S 12th St & E Carson St,1013,Isabella St & Federal St (PNC Park),Subscriber
27621563,4/6/2017 8:15,4/6/2017 8:18,70407,211,1008,Centre Ave & PPG Paints Arena,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
27622195,4/6/2017 8:33,4/6/2017 8:47,70016,827,1009,12th St & Penn Ave,1017,21st St & Penn Ave,Customer
27623043,4/6/2017 8:54,4/6/2017 9:07,70256,791,1021,Taylor St & Liberty Ave,1050,Healthy Ride Hub,Customer
27623401,4/6/2017 9:03,4/6/2017 9:14,70040,688,1015,Federal St & E North Ave,1005,Forbes Ave & Grant St,Customer
27628105,4/6/2017 10:30,4/6/2017 10:33,70392,184,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
27628694,4/6/2017 10:39,4/6/2017 10:43,70041,252,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1001,Forbes Ave & Market Square,Customer
27629001,4/6/2017 10:43,4/6/2017 10:47,70192,248,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27630197,4/6/2017 11:01,4/6/2017 11:10,70050,495,1016,17th St & Penn Ave,1061,33rd St and Penn Ave,Customer
27631070,4/6/2017 11:13,4/6/2017 11:17,70356,228,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
27634791,4/6/2017 12:14,4/6/2017 12:22,70345,527,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
27637757,4/6/2017 13:06,4/6/2017 13:11,70321,268,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
27638372,4/6/2017 13:18,4/6/2017 13:23,70398,315,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Subscriber
27638567,4/6/2017 13:21,4/6/2017 13:33,70057,729,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1037,Frew St & Schenley Dr,Customer
27639586,4/6/2017 13:43,4/6/2017 14:00,70431,1036,1029,Alder St & S Highland Ave,1037,Frew St & Schenley Dr,Subscriber
27639924,4/6/2017 13:51,4/6/2017 14:07,70478,957,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Subscriber
27640108,4/6/2017 13:55,4/6/2017 14:12,70461,1035,1019,42nd St & Butler St,1019,42nd St & Butler St,Subscriber
27640156,4/6/2017 13:56,4/6/2017 14:18,70092,1357,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
27640762,4/6/2017 14:10,4/6/2017 14:26,70112,967,1039,Atwood St & Bates St,1041,Fifth Ave & S Bouquet St,Subscriber
27641196,4/6/2017 14:20,4/6/2017 14:25,70489,261,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27641357,4/6/2017 14:25,4/6/2017 14:27,70403,119,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
27641784,4/6/2017 14:37,4/6/2017 14:56,70181,1144,1031,Maryland Ave & Ellsworth Ave,1031,Maryland Ave & Ellsworth Ave,Subscriber
27642069,4/6/2017 14:45,4/6/2017 16:22,70154,5835,1019,42nd St & Butler St,1019,42nd St & Butler St,Subscriber
27642198,4/6/2017 14:48,4/6/2017 16:59,70480,7855,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
27642422,4/6/2017 14:55,4/6/2017 15:14,70072,1106,1000,Liberty Ave & Stanwix St,1018,37th St & Butler St,Customer
27642671,4/6/2017 15:03,4/6/2017 15:22,70494,1142,1046,S 25th St & E Carson St,1003,First Ave & Smithfield St (Art Institute),Customer
27642969,4/6/2017 15:12,4/6/2017 15:31,70088,1153,1045,S 27th St & Sidney St. (Southside Works),1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
27644003,4/6/2017 15:55,4/6/2017 16:00,70431,331,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27644876,4/6/2017 16:36,4/6/2017 16:49,70016,751,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
27644913,4/6/2017 16:38,4/6/2017 16:41,70318,160,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
27645413,4/6/2017 17:05,4/6/2017 17:22,70439,995,1026,Penn Ave & S Whitfield St,1037,Frew St & Schenley Dr,Subscriber
27645423,4/6/2017 17:06,4/6/2017 17:17,70081,679,1023,Liberty Ave & Baum Blvd,1019,42nd St & Butler St,Customer
27645440,4/6/2017 17:07,4/6/2017 17:33,70195,1600,1000,Liberty Ave & Stanwix St,1005,Forbes Ave & Grant St,Customer
27645583,4/6/2017 17:15,4/6/2017 17:37,70143,1309,1013,Isabella St & Federal St (PNC Park),1049,S 12th St & E Carson St,Subscriber
27645729,4/6/2017 17:24,4/6/2017 17:27,70359,196,1020,42nd & Penn Ave.,1018,37th St & Butler St,Subscriber
27645731,4/6/2017 17:24,4/6/2017 17:25,70345,87,1043,Coltart Ave & Forbes Ave,1044,Zulema St & Coltart Ave,Subscriber
27645770,4/6/2017 17:27,4/6/2017 17:37,70478,624,1003,First Ave & Smithfield St (Art Institute),1049,S 12th St & E Carson St,Customer
27646263,4/6/2017 18:00,4/6/2017 18:08,70419,492,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1025,Penn Ave & N Fairmount St,Customer
27646424,4/6/2017 18:15,4/6/2017 18:23,70494,477,1003,First Ave & Smithfield St (Art Institute),1049,S 12th St & E Carson St,Customer
27646436,4/6/2017 18:16,4/6/2017 18:19,70093,210,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Subscriber
27646516,4/6/2017 18:21,4/6/2017 18:30,70439,536,1037,Frew St & Schenley Dr,1034,Ellsworth Ave & N Neville St,Subscriber
27646529,4/6/2017 18:22,4/6/2017 18:41,70063,1111,1020,42nd & Penn Ave.,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
27646915,4/6/2017 18:57,4/6/2017 19:02,70398,287,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27647260,4/6/2017 19:39,4/6/2017 19:46,70257,420,1005,Forbes Ave & Grant St,1049,S 12th St & E Carson St,Subscriber
27647315,4/6/2017 19:47,4/6/2017 20:04,70435,1006,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1007,Stevenson St & Forbes Ave,Customer
27647318,4/6/2017 19:47,4/6/2017 19:59,70138,686,1017,21st St & Penn Ave,1001,Forbes Ave & Market Square,Subscriber
27647324,4/6/2017 19:48,4/6/2017 20:04,70250,956,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1007,Stevenson St & Forbes Ave,Customer
27647329,4/6/2017 19:49,4/6/2017 19:54,70220,294,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1038,Boulevard of the Allies & Parkview Ave,Subscriber
27647684,4/6/2017 21:18,4/6/2017 21:45,70101,1649,1028,Penn Ave & Putnam St (Bakery Square),1038,Boulevard of the Allies & Parkview Ave,Customer
27647704,4/6/2017 21:24,4/6/2017 21:30,70358,355,1027,Shady Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Subscriber
27647705,4/6/2017 21:25,4/6/2017 21:34,70046,594,1002,Third Ave & Wood St,1049,S 12th St & E Carson St,Subscriber
27647782,4/6/2017 21:49,4/6/2017 22:05,70348,985,1061,33rd St and Penn Ave,1001,Forbes Ave & Market Square,Customer
27647863,4/6/2017 22:20,4/6/2017 22:45,70014,1480,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27647871,4/6/2017 22:24,4/6/2017 22:44,70453,1243,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27647908,4/6/2017 22:40,4/6/2017 22:46,70348,335,1001,Forbes Ave & Market Square,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
27659566,4/7/2017 6:25,4/7/2017 6:42,70198,1005,1047,S 22nd St & E Carson St,1000,Liberty Ave & Stanwix St,Subscriber
27660849,4/7/2017 7:00,4/7/2017 7:08,70143,456,1049,S 12th St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
27662260,4/7/2017 7:32,4/7/2017 7:49,70057,1028,1037,Frew St & Schenley Dr,1026,Penn Ave & S Whitfield St,Subscriber
27662352,4/7/2017 7:34,4/7/2017 7:44,70492,619,1049,S 12th St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
27662990,4/7/2017 7:48,4/7/2017 7:54,70033,374,1009,12th St & Penn Ave,1017,21st St & Penn Ave,Customer
27663214,4/7/2017 7:53,4/7/2017 8:10,70352,1073,1025,Penn Ave & N Fairmount St,1044,Zulema St & Coltart Ave,Subscriber
27663385,4/7/2017 7:56,4/7/2017 8:10,70409,825,1047,S 22nd St & E Carson St,1004,First Ave & B St (T Station),Customer
27663710,4/7/2017 8:03,4/7/2017 8:23,70046,1170,1049,S 12th St & E Carson St,1013,Isabella St & Federal St (PNC Park),Subscriber
27664123,4/7/2017 8:12,4/7/2017 8:22,70082,587,1049,S 12th St & E Carson St,1002,Third Ave & Wood St,Subscriber
27664240,4/7/2017 8:14,4/7/2017 9:28,70020,4391,1000,Liberty Ave & Stanwix St,1007,Stevenson St & Forbes Ave,Customer
27665877,4/7/2017 8:48,4/7/2017 9:02,70350,847,1015,Federal St & E North Ave,1005,Forbes Ave & Grant St,Customer
27666153,4/7/2017 8:53,4/7/2017 9:01,70439,460,1034,Ellsworth Ave & N Neville St,1037,Frew St & Schenley Dr,Subscriber
27672776,4/7/2017 10:37,4/7/2017 11:18,70181,2458,1031,Maryland Ave & Ellsworth Ave,1031,Maryland Ave & Ellsworth Ave,Subscriber
27674632,4/7/2017 11:04,4/7/2017 11:28,70143,1427,1045,S 27th St & Sidney St. (Southside Works),1011,Fort Duquesne Blvd & 7th St,Subscriber
27678314,4/7/2017 12:00,4/7/2017 12:07,70404,388,1035,Fifth Ave & S Dithridge St,1037,Frew St & Schenley Dr,Customer
27678790,4/7/2017 12:08,4/7/2017 12:17,70407,569,1006,Ross St & Sixth Ave (Steel Plaza T Station),1049,S 12th St & E Carson St,Customer
27679069,4/7/2017 12:12,4/7/2017 12:20,70404,435,1037,Frew St & Schenley Dr,1035,Fifth Ave & S Dithridge St,Customer
27679328,4/7/2017 12:17,4/7/2017 12:36,70238,1110,1017,21st St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27679353,4/7/2017 12:18,4/7/2017 12:36,70092,1069,1017,21st St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27679474,4/7/2017 12:20,4/7/2017 12:24,70179,266,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Subscriber
27679876,4/7/2017 12:27,4/7/2017 12:32,70220,286,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27682004,4/7/2017 13:10,4/7/2017 13:15,70229,329,1009,12th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Subscriber
27682956,4/7/2017 13:30,4/7/2017 14:04,70407,2071,1049,S 12th St & E Carson St,1013,Isabella St & Federal St (PNC Park),Customer
27683213,4/7/2017 13:35,4/7/2017 13:38,70218,156,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
27683775,4/7/2017 13:48,4/8/2017 12:56,70397,83283,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
27686055,4/7/2017 14:48,4/7/2017 14:52,70415,273,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Subscriber
27686801,4/7/2017 15:10,4/7/2017 15:23,70194,792,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,Customer
27687869,4/7/2017 15:46,4/7/2017 16:13,70203,1570,1012,North Shore Trail & Fort Duquesne Bridge,1048,S 18th St & Sidney St,Customer
27687874,4/7/2017 15:47,4/7/2017 16:12,70092,1522,1012,North Shore Trail & Fort Duquesne Bridge,1048,S 18th St & Sidney St,Customer
27688188,4/7/2017 15:59,4/7/2017 16:09,70238,596,1012,North Shore Trail & Fort Duquesne Bridge,1005,Forbes Ave & Grant St,Customer
27688213,4/7/2017 16:00,4/7/2017 16:24,70364,1400,1009,12th St & Penn Ave,1019,42nd St & Butler St,Customer
27688255,4/7/2017 16:02,4/7/2017 16:23,70136,1284,1009,12th St & Penn Ave,1019,42nd St & Butler St,Customer
27688871,4/7/2017 16:30,4/7/2017 16:45,70024,928,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,Customer
27688872,4/7/2017 16:30,4/7/2017 16:46,70184,988,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,Customer
27689011,4/7/2017 16:37,4/7/2017 17:01,70013,1475,1000,Liberty Ave & Stanwix St,1018,37th St & Butler St,Customer
27689065,4/7/2017 16:40,4/7/2017 16:45,70097,320,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1024,S Negley Ave & Baum Blvd,Customer
27689145,4/7/2017 16:46,4/7/2017 16:59,70051,775,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1041,Fifth Ave & S Bouquet St,Subscriber
27689262,4/7/2017 16:51,4/7/2017 17:03,70444,716,1003,First Ave & Smithfield St (Art Institute),1047,S 22nd St & E Carson St,Subscriber
27689263,4/7/2017 16:51,4/7/2017 16:56,70192,258,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27689362,4/7/2017 16:56,4/7/2017 17:06,70440,581,1002,Third Ave & Wood St,1049,S 12th St & E Carson St,Subscriber
27689452,4/7/2017 17:00,4/7/2017 17:10,70492,588,1006,Ross St & Sixth Ave (Steel Plaza T Station),1049,S 12th St & E Carson St,Subscriber
27689512,4/7/2017 17:05,4/7/2017 17:22,70419,1057,1025,Penn Ave & N Fairmount St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
27689773,4/7/2017 17:17,4/7/2017 17:22,70192,306,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27689916,4/7/2017 17:25,4/7/2017 18:14,70204,2968,1009,12th St & Penn Ave,1009,12th St & Penn Ave,Customer
27690117,4/7/2017 17:39,4/7/2017 17:57,70046,1094,1013,Isabella St & Federal St (PNC Park),1049,S 12th St & E Carson St,Subscriber
27690456,4/7/2017 17:58,4/7/2017 18:11,70464,772,1031,Maryland Ave & Ellsworth Ave,1037,Frew St & Schenley Dr,Subscriber
27691185,4/7/2017 18:38,4/7/2017 18:46,70415,499,1037,Frew St & Schenley Dr,1034,Ellsworth Ave & N Neville St,Subscriber
27691250,4/7/2017 18:41,4/7/2017 19:08,70179,1620,1037,Frew St & Schenley Dr,1004,First Ave & B St (T Station),Subscriber
27691316,4/7/2017 18:45,4/8/2017 10:06,70184,55244,1017,21st St & Penn Ave,1001,Forbes Ave & Market Square,Subscriber
27691631,4/7/2017 19:03,4/7/2017 19:08,70464,278,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27691965,4/7/2017 19:26,4/7/2017 19:40,70259,845,1009,12th St & Penn Ave,1016,17th St & Penn Ave,Customer
27692040,4/7/2017 19:32,4/7/2017 19:38,70166,353,1033,Ivy St & Walnut St   ,1034,Ellsworth Ave & N Neville St,Subscriber
27692498,4/7/2017 20:14,4/7/2017 20:34,70474,1232,1015,Federal St & E North Ave,1003,First Ave & Smithfield St (Art Institute),Subscriber
27692641,4/7/2017 20:28,4/7/2017 20:36,70004,472,1025,Penn Ave & N Fairmount St,1019,42nd St & Butler St,Subscriber
27692783,4/7/2017 20:41,4/7/2017 20:48,70037,374,1004,First Ave & B St (T Station),1049,S 12th St & E Carson St,Customer
27693093,4/7/2017 21:20,4/7/2017 21:30,70440,590,1049,S 12th St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
27693130,4/7/2017 21:26,4/7/2017 21:33,70220,421,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27693402,4/7/2017 22:08,4/7/2017 22:16,70240,448,1011,Fort Duquesne Blvd & 7th St,1017,21st St & Penn Ave,Customer
27694069,4/8/2017 0:24,4/8/2017 0:29,70007,297,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27694183,4/8/2017 0:44,4/8/2017 1:04,70065,1200,1061,33rd St and Penn Ave,1001,Forbes Ave & Market Square,Customer
27694723,4/8/2017 1:52,4/8/2017 2:02,70175,644,1042,Centre Ave & Kirkpatrick St,1003,First Ave & Smithfield St (Art Institute),Customer
27700544,4/8/2017 5:20,4/8/2017 7:29,70396,7738,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1000,Liberty Ave & Stanwix St,Customer
27711603,4/8/2017 8:03,4/8/2017 13:22,70238,19140,1005,Forbes Ave & Grant St,1043,Coltart Ave & Forbes Ave,Customer
27713013,4/8/2017 8:20,4/8/2017 8:44,70202,1409,1046,S 25th St & E Carson St,1001,Forbes Ave & Market Square,Customer
27717343,4/8/2017 9:11,4/8/2017 10:10,70041,3519,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27717560,4/8/2017 9:13,4/8/2017 10:10,70138,3371,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27719463,4/8/2017 9:35,4/8/2017 11:47,70092,7900,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
27721894,4/8/2017 10:02,4/8/2017 10:15,70394,785,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
27722028,4/8/2017 10:03,4/8/2017 10:19,70266,976,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
27722061,4/8/2017 10:04,4/8/2017 10:16,70480,742,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
27722105,4/8/2017 10:04,4/8/2017 10:15,70348,663,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
27723131,4/8/2017 10:16,4/8/2017 14:09,70453,13988,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27723183,4/8/2017 10:16,4/8/2017 13:17,70223,10828,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
27723287,4/8/2017 10:18,4/8/2017 13:17,70346,10769,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
27723469,4/8/2017 10:20,4/8/2017 13:17,70409,10672,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
27723501,4/8/2017 10:20,4/8/2017 12:54,70018,9256,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27724520,4/8/2017 10:31,4/8/2017 14:09,70041,13065,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27724614,4/8/2017 10:32,4/8/2017 10:45,70032,766,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,Customer
